Capabilities,SubCapability,TEBStatus,NameofTools,Version,ToolDescription,StandardsComments,EANotes,Manufacturer,StandardCategory,EAReferenceID,MetaTags,MetaTagsDescription,CapabilityManager
Integration,API Gateway,UnderReview,Apigee,2026.1,Apigee is used for api gateway within the integration domain.,UnderReview for API Gateway. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apigee,Strategic,EA-STD-0095,integration;api-gateway;enterprise;standard,,
Integration,API Gateway,Deprecated,Apigee,2026.2,Apigee is used for api gateway within the integration domain.,Deprecated for API Gateway. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apigee,Standard,EA-STD-0096,integration;api-gateway;enterprise;standard,,
Integration,API Gateway,Exception,Kong,2026.3,Kong is used for api gateway within the integration domain.,Exception for API Gateway. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Kong,Allowed,EA-STD-0097,integration;api-gateway;enterprise;standard,,
Integration,API Gateway,Approved,Kong,2026.4,Kong is used for api gateway within the integration domain.,Approved for API Gateway. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Kong,Restricted,EA-STD-0098,integration;api-gateway;enterprise;standard,,
Integration,API Gateway,Approved,Kong,2026.5,Kong is used for api gateway within the integration domain.,Approved for API Gateway. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Kong,Sunset,EA-STD-0099,integration;api-gateway;enterprise;standard,,
Integration,API Management,Approved,Azure API Management,2026.1,Azure API Management is used for api management within the integration domain.,Approved for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Strategic,EA-STD-0100,integration;api-management;enterprise;standard,,
Integration,API Management,Conditional,Azure API Management,2026.2,Azure API Management is used for api management within the integration domain.,Conditional for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0101,integration;api-management;enterprise;standard,,
Integration,API Management,UnderReview,Azure API Management,2026.3,Azure API Management is used for api management within the integration domain.,UnderReview for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0102,integration;api-management;enterprise;standard,,
Integration,API Management,Deprecated,Apigee X,2026.4,Apigee X is used for api management within the integration domain.,Deprecated for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apigee,Restricted,EA-STD-0103,integration;api-management;enterprise;standard,,
Integration,API Management,Exception,Apigee X,2026.5,Apigee X is used for api management within the integration domain.,Exception for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apigee,Sunset,EA-STD-0104,integration;api-management;enterprise;standard,,
Integration,API Management,Approved,Apigee X,2026.1,Apigee X is used for api management within the integration domain.,Approved for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apigee,Strategic,EA-STD-0105,integration;api-management;enterprise;standard,,
Integration,API Management,Approved,WSO2,2026.2,WSO2 is used for api management within the integration domain.,Approved for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",WSO2,Standard,EA-STD-0106,integration;api-management;enterprise;standard,,
Integration,API Management,Approved,WSO2,2026.3,WSO2 is used for api management within the integration domain.,Approved for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",WSO2,Allowed,EA-STD-0107,integration;api-management;enterprise;standard,,
Integration,API Management,Conditional,WSO2,2026.4,WSO2 is used for api management within the integration domain.,Conditional for API Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",WSO2,Restricted,EA-STD-0108,integration;api-management;enterprise;standard,,
Integration,Messaging,UnderReview,RabbitMQ,2026.5,RabbitMQ is used for messaging within the integration domain.,UnderReview for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",RabbitMQ,Sunset,EA-STD-0109,integration;messaging;enterprise;standard,,
Integration,Messaging,Deprecated,RabbitMQ,2026.1,RabbitMQ is used for messaging within the integration domain.,Deprecated for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",RabbitMQ,Strategic,EA-STD-0110,integration;messaging;enterprise;standard,,
Integration,Messaging,Exception,RabbitMQ,2026.2,RabbitMQ is used for messaging within the integration domain.,Exception for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",RabbitMQ,Standard,EA-STD-0111,integration;messaging;enterprise;standard,,
Integration,Messaging,Approved,ActiveMQ,2026.3,ActiveMQ is used for messaging within the integration domain.,Approved for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ActiveMQ,Allowed,EA-STD-0112,integration;messaging;enterprise;standard,,
Integration,Messaging,Approved,ActiveMQ,2026.4,ActiveMQ is used for messaging within the integration domain.,Approved for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ActiveMQ,Restricted,EA-STD-0113,integration;messaging;enterprise;standard,,
Integration,Messaging,Approved,ActiveMQ,2026.5,ActiveMQ is used for messaging within the integration domain.,Approved for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ActiveMQ,Sunset,EA-STD-0114,integration;messaging;enterprise;standard,,
Integration,Messaging,Conditional,IBM MQ,2026.1,IBM MQ is used for messaging within the integration domain.,Conditional for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",IBM,Strategic,EA-STD-0115,integration;messaging;enterprise;standard,,
Integration,Messaging,UnderReview,IBM MQ,2026.2,IBM MQ is used for messaging within the integration domain.,UnderReview for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",IBM,Standard,EA-STD-0116,integration;messaging;enterprise;standard,,
Integration,Messaging,Deprecated,IBM MQ,2026.3,IBM MQ is used for messaging within the integration domain.,Deprecated for Messaging. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",IBM,Allowed,EA-STD-0117,integration;messaging;enterprise;standard,,
Integration,Event Streaming,Exception,Apache Kafka,2026.4,Apache Kafka is used for event streaming within the integration domain.,Exception for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apache,Restricted,EA-STD-0118,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,Approved,Apache Kafka,2026.5,Apache Kafka is used for event streaming within the integration domain.,Approved for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apache,Sunset,EA-STD-0119,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,Approved,Apache Kafka,2026.1,Apache Kafka is used for event streaming within the integration domain.,Approved for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Apache,Strategic,EA-STD-0120,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,Approved,Azure Event Hubs,2026.2,Azure Event Hubs is used for event streaming within the integration domain.,Approved for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0121,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,Conditional,Azure Event Hubs,2026.3,Azure Event Hubs is used for event streaming within the integration domain.,Conditional for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0122,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,UnderReview,Azure Event Hubs,2026.4,Azure Event Hubs is used for event streaming within the integration domain.,UnderReview for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0123,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,Deprecated,Amazon MSK,2026.5,Amazon MSK is used for event streaming within the integration domain.,Deprecated for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Amazon,Sunset,EA-STD-0124,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,Exception,Amazon MSK,2026.1,Amazon MSK is used for event streaming within the integration domain.,Exception for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Amazon,Strategic,EA-STD-0125,integration;event-streaming;enterprise;standard,,
Integration,Event Streaming,Approved,Amazon MSK,2026.2,Amazon MSK is used for event streaming within the integration domain.,Approved for Event Streaming. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Amazon,Standard,EA-STD-0126,integration;event-streaming;enterprise;standard,,
Integration,iPaaS,Approved,Boomi,2026.3,Boomi is used for ipaas within the integration domain.,Approved for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Boomi,Allowed,EA-STD-0127,integration;ipaas;enterprise;standard,,
Integration,iPaaS,Approved,Boomi,2026.4,Boomi is used for ipaas within the integration domain.,Approved for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Boomi,Restricted,EA-STD-0128,integration;ipaas;enterprise;standard,,
Integration,iPaaS,Conditional,Boomi,2026.5,Boomi is used for ipaas within the integration domain.,Conditional for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Boomi,Sunset,EA-STD-0129,integration;ipaas;enterprise;standard,,
Integration,iPaaS,UnderReview,MuleSoft,2026.1,MuleSoft is used for ipaas within the integration domain.,UnderReview for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",MuleSoft,Strategic,EA-STD-0130,integration;ipaas;enterprise;standard,,
Integration,iPaaS,Deprecated,MuleSoft,2026.2,MuleSoft is used for ipaas within the integration domain.,Deprecated for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",MuleSoft,Standard,EA-STD-0131,integration;ipaas;enterprise;standard,,
Integration,iPaaS,Exception,MuleSoft,2026.3,MuleSoft is used for ipaas within the integration domain.,Exception for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",MuleSoft,Allowed,EA-STD-0132,integration;ipaas;enterprise;standard,,
Integration,iPaaS,Approved,Informatica Cloud,2026.4,Informatica Cloud is used for ipaas within the integration domain.,Approved for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Informatica,Restricted,EA-STD-0133,integration;ipaas;enterprise;standard,,
Integration,iPaaS,Approved,Informatica Cloud,2026.5,Informatica Cloud is used for ipaas within the integration domain.,Approved for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Informatica,Sunset,EA-STD-0134,integration;ipaas;enterprise;standard,,
Integration,iPaaS,Approved,Informatica Cloud,2026.1,Informatica Cloud is used for ipaas within the integration domain.,Approved for iPaaS. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Informatica,Strategic,EA-STD-0135,integration;ipaas;enterprise;standard,,
Data & Analytics,Data Warehouse,Conditional,Snowflake,2026.2,Snowflake is used for data warehouse within the data & analytics domain.,Conditional for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Snowflake,Standard,EA-STD-0136,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,UnderReview,Snowflake,2026.3,Snowflake is used for data warehouse within the data & analytics domain.,UnderReview for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Snowflake,Allowed,EA-STD-0137,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,Deprecated,Snowflake,2026.4,Snowflake is used for data warehouse within the data & analytics domain.,Deprecated for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Snowflake,Restricted,EA-STD-0138,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,Exception,BigQuery,2026.5,BigQuery is used for data warehouse within the data & analytics domain.,Exception for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BigQuery,Sunset,EA-STD-0139,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,Approved,BigQuery,2026.1,BigQuery is used for data warehouse within the data & analytics domain.,Approved for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BigQuery,Strategic,EA-STD-0140,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,Approved,BigQuery,2026.2,BigQuery is used for data warehouse within the data & analytics domain.,Approved for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",BigQuery,Standard,EA-STD-0141,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,Approved,Azure Synapse,2026.3,Azure Synapse is used for data warehouse within the data & analytics domain.,Approved for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0142,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,Conditional,Azure Synapse,2026.4,Azure Synapse is used for data warehouse within the data & analytics domain.,Conditional for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0143,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Warehouse,UnderReview,Azure Synapse,2026.5,Azure Synapse is used for data warehouse within the data & analytics domain.,UnderReview for Data Warehouse. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0144,data & analytics;data-warehouse;enterprise;standard,,
Data & Analytics,Data Lake Storage,Deprecated,ADLS Gen2,2026.1,ADLS Gen2 is used for data lake storage within the data & analytics domain.,Deprecated for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ADLS,Strategic,EA-STD-0145,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,Exception,ADLS Gen2,2026.2,ADLS Gen2 is used for data lake storage within the data & analytics domain.,Exception for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ADLS,Standard,EA-STD-0146,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,Approved,ADLS Gen2,2026.3,ADLS Gen2 is used for data lake storage within the data & analytics domain.,Approved for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",ADLS,Allowed,EA-STD-0147,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,Approved,Amazon S3,2026.4,Amazon S3 is used for data lake storage within the data & analytics domain.,Approved for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Amazon,Restricted,EA-STD-0148,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,Approved,Amazon S3,2026.5,Amazon S3 is used for data lake storage within the data & analytics domain.,Approved for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Amazon,Sunset,EA-STD-0149,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,Conditional,Amazon S3,2026.1,Amazon S3 is used for data lake storage within the data & analytics domain.,Conditional for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Amazon,Strategic,EA-STD-0150,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,UnderReview,GCS,2026.2,GCS is used for data lake storage within the data & analytics domain.,UnderReview for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GCS,Standard,EA-STD-0151,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,Deprecated,GCS,2026.3,GCS is used for data lake storage within the data & analytics domain.,Deprecated for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GCS,Allowed,EA-STD-0152,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,Data Lake Storage,Exception,GCS,2026.4,GCS is used for data lake storage within the data & analytics domain.,Exception for Data Lake Storage. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GCS,Restricted,EA-STD-0153,data & analytics;data-lake-storage;enterprise;standard,,
Data & Analytics,ETL/ELT,Approved,Azure Data Factory,2026.5,Azure Data Factory is used for etl/elt within the data & analytics domain.,Approved for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0154,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,Approved,Azure Data Factory,2026.1,Azure Data Factory is used for etl/elt within the data & analytics domain.,Approved for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Strategic,EA-STD-0155,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,Approved,Azure Data Factory,2026.2,Azure Data Factory is used for etl/elt within the data & analytics domain.,Approved for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0156,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,Conditional,dbt,2026.3,dbt is used for etl/elt within the data & analytics domain.,Conditional for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",dbt,Allowed,EA-STD-0157,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,UnderReview,dbt,2026.4,dbt is used for etl/elt within the data & analytics domain.,UnderReview for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",dbt,Restricted,EA-STD-0158,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,Deprecated,dbt,2026.5,dbt is used for etl/elt within the data & analytics domain.,Deprecated for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",dbt,Sunset,EA-STD-0159,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,Exception,Informatica PowerCenter,2026.1,Informatica PowerCenter is used for etl/elt within the data & analytics domain.,Exception for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Informatica,Strategic,EA-STD-0160,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,Approved,Informatica PowerCenter,2026.2,Informatica PowerCenter is used for etl/elt within the data & analytics domain.,Approved for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Informatica,Standard,EA-STD-0161,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,ETL/ELT,Approved,Informatica PowerCenter,2026.3,Informatica PowerCenter is used for etl/elt within the data & analytics domain.,Approved for ETL/ELT. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Informatica,Allowed,EA-STD-0162,data & analytics;etl/elt;enterprise;standard,,
Data & Analytics,BI & Reporting,Approved,Power BI,2026.4,Power BI is used for bi & reporting within the data & analytics domain.,Approved for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Power,Restricted,EA-STD-0163,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,Conditional,Power BI,2026.5,Power BI is used for bi & reporting within the data & analytics domain.,Conditional for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Power,Sunset,EA-STD-0164,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,UnderReview,Power BI,2026.1,Power BI is used for bi & reporting within the data & analytics domain.,UnderReview for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Power,Strategic,EA-STD-0165,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,Deprecated,Tableau,2026.2,Tableau is used for bi & reporting within the data & analytics domain.,Deprecated for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Tableau,Standard,EA-STD-0166,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,Exception,Tableau,2026.3,Tableau is used for bi & reporting within the data & analytics domain.,Exception for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Tableau,Allowed,EA-STD-0167,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,Approved,Tableau,2026.4,Tableau is used for bi & reporting within the data & analytics domain.,Approved for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Tableau,Restricted,EA-STD-0168,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,Approved,Looker,2026.5,Looker is used for bi & reporting within the data & analytics domain.,Approved for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Looker,Sunset,EA-STD-0169,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,Approved,Looker,2026.1,Looker is used for bi & reporting within the data & analytics domain.,Approved for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Looker,Strategic,EA-STD-0170,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,BI & Reporting,Conditional,Looker,2026.2,Looker is used for bi & reporting within the data & analytics domain.,Conditional for BI & Reporting. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Looker,Standard,EA-STD-0171,data & analytics;bi-&-reporting;enterprise;standard,,
Data & Analytics,Data Catalog,UnderReview,Microsoft Purview,2026.3,Microsoft Purview is used for data catalog within the data & analytics domain.,UnderReview for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Allowed,EA-STD-0172,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,Deprecated,Microsoft Purview,2026.4,Microsoft Purview is used for data catalog within the data & analytics domain.,Deprecated for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Restricted,EA-STD-0173,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,Exception,Microsoft Purview,2026.5,Microsoft Purview is used for data catalog within the data & analytics domain.,Exception for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Sunset,EA-STD-0174,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,Approved,Collibra,2026.1,Collibra is used for data catalog within the data & analytics domain.,Approved for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Collibra,Strategic,EA-STD-0175,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,Approved,Collibra,2026.2,Collibra is used for data catalog within the data & analytics domain.,Approved for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Collibra,Standard,EA-STD-0176,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,Approved,Collibra,2026.3,Collibra is used for data catalog within the data & analytics domain.,Approved for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Collibra,Allowed,EA-STD-0177,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,Conditional,Alation,2026.4,Alation is used for data catalog within the data & analytics domain.,Conditional for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Alation,Restricted,EA-STD-0178,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,UnderReview,Alation,2026.5,Alation is used for data catalog within the data & analytics domain.,UnderReview for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Alation,Sunset,EA-STD-0179,data & analytics;data-catalog;enterprise;standard,,
Data & Analytics,Data Catalog,Deprecated,Alation,2026.1,Alation is used for data catalog within the data & analytics domain.,Deprecated for Data Catalog. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Alation,Strategic,EA-STD-0180,data & analytics;data-catalog;enterprise;standard,,
Security,IAM / SSO,Exception,Microsoft Entra ID,2026.2,Microsoft Entra ID is used for iam / sso within the security domain.,Exception for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Standard,EA-STD-0181,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,Approved,Microsoft Entra ID,2026.3,Microsoft Entra ID is used for iam / sso within the security domain.,Approved for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Allowed,EA-STD-0182,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,Approved,Microsoft Entra ID,2026.4,Microsoft Entra ID is used for iam / sso within the security domain.,Approved for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Restricted,EA-STD-0183,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,Approved,Okta,2026.5,Okta is used for iam / sso within the security domain.,Approved for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Okta,Sunset,EA-STD-0184,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,Conditional,Okta,2026.1,Okta is used for iam / sso within the security domain.,Conditional for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Okta,Strategic,EA-STD-0185,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,UnderReview,Okta,2026.2,Okta is used for iam / sso within the security domain.,UnderReview for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Okta,Standard,EA-STD-0186,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,Deprecated,Ping Identity,2026.3,Ping Identity is used for iam / sso within the security domain.,Deprecated for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Ping,Allowed,EA-STD-0187,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,Exception,Ping Identity,2026.4,Ping Identity is used for iam / sso within the security domain.,Exception for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Ping,Restricted,EA-STD-0188,security;iam-/-sso;enterprise;standard,,
Security,IAM / SSO,Approved,Ping Identity,2026.5,Ping Identity is used for iam / sso within the security domain.,Approved for IAM / SSO. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Ping,Sunset,EA-STD-0189,security;iam-/-sso;enterprise;standard,,
Security,Secrets Management,Approved,Azure Key Vault,2026.1,Azure Key Vault is used for secrets management within the security domain.,Approved for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Strategic,EA-STD-0190,security;secrets-management;enterprise;standard,,
Security,Secrets Management,Approved,Azure Key Vault,2026.2,Azure Key Vault is used for secrets management within the security domain.,Approved for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0191,security;secrets-management;enterprise;standard,,
